"ref_range_id","chrom","range_start","range_end","name"
2034,"1",49627516,49637544,"FocusRegion"
2035,"1",49637545,49638180,"FocusComplement"
2036,"1",49638181,49666926,"FocusRegion"
2037,"1",49666927,49668125,"FocusComplement"
2038,"1",49668126,49672715,"FocusRegion"
2039,"1",49672716,49879952,"FocusComplement"
2040,"1",49879953,49891691,"FocusRegion"
2041,"1",49891692,49942836,"FocusComplement"
2042,"1",49942837,49943714,"FocusRegion"
2043,"1",49943715,49950644,"FocusComplement"
2044,"1",49950645,49961004,"FocusRegion"
2045,"1",49961005,50138546,"FocusComplement"
2046,"1",50138547,50140668,"FocusRegion"
2047,"1",50140669,50194378,"FocusComplement"
2048,"1",50194379,50205960,"FocusRegion"
2049,"1",50205961,50211775,"FocusComplement"
2050,"1",50211776,50212402,"FocusRegion"
2051,"1",50212403,50281438,"FocusComplement"
2052,"1",50281439,50283190,"FocusRegion"
2053,"1",50283191,50528354,"FocusComplement"
2054,"1",50528355,50618883,"FocusRegion"
2055,"1",50618884,50820069,"FocusComplement"
2056,"1",50820070,50821398,"FocusRegion"
2057,"1",50821399,50864079,"FocusComplement"
2058,"1",50864080,50864941,"FocusRegion"
2059,"1",50864942,50917156,"FocusComplement"
2060,"1",50917157,50917791,"FocusRegion"
2061,"1",50917792,50920669,"FocusComplement"
2062,"1",50920670,50922659,"FocusRegion"
2063,"1",50922660,50923428,"FocusComplement"
2064,"1",50923429,50929384,"FocusRegion"
2065,"1",50929385,50949330,"FocusComplement"
2066,"1",50949331,50956232,"FocusRegion"
2067,"1",50956233,51047513,"FocusComplement"
2068,"1",51047514,51051994,"FocusRegion"
2069,"1",51051995,51060444,"FocusComplement"
2070,"1",51060445,51061468,"FocusRegion"
2071,"1",51061469,51179211,"FocusComplement"
2072,"1",51179212,51183697,"FocusRegion"
2073,"1",51183698,51184688,"FocusComplement"
2074,"1",51184689,51186344,"FocusRegion"
2075,"1",51186345,51187654,"FocusComplement"
2076,"1",51187655,51188662,"FocusRegion"
2077,"1",51188663,51212863,"FocusComplement"
2078,"1",51212864,51223012,"FocusRegion"
2079,"1",51223013,51276352,"FocusComplement"
2080,"1",51276353,51278971,"FocusRegion"
2081,"1",51278972,51297897,"FocusComplement"
2082,"1",51297898,51300218,"FocusRegion"
2083,"1",51300219,51436317,"FocusComplement"
2084,"1",51436318,51438183,"FocusRegion"
2085,"1",51438184,51621299,"FocusComplement"
2086,"1",51621300,51625776,"FocusRegion"
2087,"1",51625777,51626174,"FocusComplement"
2088,"1",51626175,51632242,"FocusRegion"
2089,"1",51632243,51768621,"FocusComplement"
2090,"1",51768622,51769688,"FocusRegion"
2091,"1",51769689,51958107,"FocusComplement"
2092,"1",51958108,51968061,"FocusRegion"
2093,"1",51968062,51973616,"FocusComplement"
2094,"1",51973617,51975733,"FocusRegion"
2095,"1",51975734,51978497,"FocusComplement"
2096,"1",51978498,51982032,"FocusRegion"
2097,"1",51982033,52041466,"FocusComplement"
2098,"1",52041467,52046738,"FocusRegion"
2099,"1",52046739,52103070,"FocusComplement"
2100,"1",52103071,52104155,"FocusRegion"
2101,"1",52104156,52104364,"FocusComplement"
2102,"1",52104365,52106929,"FocusRegion"
2103,"1",52106930,52130047,"FocusComplement"
2104,"1",52130048,52139540,"FocusRegion"
2105,"1",52139541,52207416,"FocusComplement"
2106,"1",52207417,52208680,"FocusRegion"
2107,"1",52208681,52295178,"FocusComplement"
2108,"1",52295179,52299870,"FocusRegion"
2109,"1",52299871,52308749,"FocusComplement"
2110,"1",52308750,52312041,"FocusRegion"
2111,"1",52312042,52331780,"FocusComplement"
2112,"1",52331781,52338498,"FocusRegion"
2113,"1",52338499,52397221,"FocusComplement"
2114,"1",52397222,52404113,"FocusRegion"
2115,"1",52404114,52489255,"FocusComplement"
2116,"1",52489256,52490901,"FocusRegion"
2117,"1",52490902,52601123,"FocusComplement"
2118,"1",52601124,52603637,"FocusRegion"
2119,"1",52603638,52604237,"FocusComplement"
2120,"1",52604238,52613585,"FocusRegion"
2121,"1",52613586,52635771,"FocusComplement"
2122,"1",52635772,52639687,"FocusRegion"
2123,"1",52639688,52641607,"FocusComplement"
2124,"1",52641608,52647191,"FocusRegion"
2125,"1",52647192,52648716,"FocusComplement"
2126,"1",52648717,52649647,"FocusRegion"
2127,"1",52649648,52751439,"FocusComplement"
2128,"1",52751440,52759320,"FocusRegion"
2129,"1",52759321,52767644,"FocusComplement"
2130,"1",52767645,52768857,"FocusRegion"
2131,"1",52768858,52825402,"FocusComplement"
2132,"1",52825403,52829476,"FocusRegion"
2133,"1",52829477,52852084,"FocusComplement"
2134,"1",52852085,52855107,"FocusRegion"
2135,"1",52855108,52910338,"FocusComplement"
2136,"1",52910339,52913670,"FocusRegion"
2137,"1",52913671,52914854,"FocusComplement"
2138,"1",52914855,52920619,"FocusRegion"
2139,"1",52920620,52920822,"FocusComplement"
2140,"1",52920823,52921041,"FocusRegion"
2141,"1",52921042,52989718,"FocusComplement"
2142,"1",52989719,52993190,"FocusRegion"
2143,"1",52993191,53038234,"FocusComplement"
2144,"1",53038235,53042029,"FocusRegion"
2145,"1",53042030,53207543,"FocusComplement"
2146,"1",53207544,53208672,"FocusRegion"
2147,"1",53208673,53210284,"FocusComplement"
2148,"1",53210285,53212517,"FocusRegion"
2149,"1",53212518,53215073,"FocusComplement"
2150,"1",53215074,53221672,"FocusRegion"
2151,"1",53221673,53230521,"FocusComplement"
2152,"1",53230522,53235442,"FocusRegion"
2153,"1",53235443,53328774,"FocusComplement"
2154,"1",53328775,53331330,"FocusRegion"
2155,"1",53331331,53398241,"FocusComplement"
2156,"1",53398242,53404783,"FocusRegion"
2157,"1",53404784,53479631,"FocusComplement"
2158,"1",53479632,53481750,"FocusRegion"
2159,"1",53481751,53696589,"FocusComplement"
2160,"1",53696590,53698970,"FocusRegion"
2161,"1",53698971,53708869,"FocusComplement"
2162,"1",53708870,53711100,"FocusRegion"
2163,"1",53711101,53897185,"FocusComplement"
2164,"1",53897186,53925967,"FocusRegion"
2165,"1",53925968,54022600,"FocusComplement"
2166,"1",54022601,54026488,"FocusRegion"
2167,"1",54026489,54069665,"FocusComplement"
2168,"1",54069666,54084788,"FocusRegion"
2169,"1",54084789,54198529,"FocusComplement"
2170,"1",54198530,54202813,"FocusRegion"
2171,"1",54202814,54267717,"FocusComplement"
2172,"1",54267718,54272134,"FocusRegion"
2173,"1",54272135,54373698,"FocusComplement"
2174,"1",54373699,54379357,"FocusRegion"
2175,"1",54379358,54382917,"FocusComplement"
2176,"1",54382918,54386324,"FocusRegion"
2177,"1",54386325,54499120,"FocusComplement"
2178,"1",54499121,54505877,"FocusRegion"
2179,"1",54505878,54554478,"FocusComplement"
2180,"1",54554479,54560672,"FocusRegion"
2181,"1",54560673,54624077,"FocusComplement"
2182,"1",54624078,54627195,"FocusRegion"
2183,"1",54627196,54687422,"FocusComplement"
2184,"1",54687423,54693239,"FocusRegion"
2185,"1",54693240,54817289,"FocusComplement"
2186,"1",54817290,54824081,"FocusRegion"
2187,"1",54824082,54898836,"FocusComplement"
2188,"1",54898837,54929771,"FocusRegion"
2189,"1",54929772,55004031,"FocusComplement"
2190,"1",55004032,55011138,"FocusRegion"
2191,"1",55011139,55142604,"FocusComplement"
2192,"1",55142605,55144246,"FocusRegion"
2193,"1",55144247,55145950,"FocusComplement"
2194,"1",55145951,55150827,"FocusRegion"
2195,"1",55150828,55155329,"FocusComplement"
2196,"1",55155330,55160761,"FocusRegion"
2197,"1",55160762,55225453,"FocusComplement"
2198,"1",55225454,55231233,"FocusRegion"
2199,"1",55231234,55373483,"FocusComplement"
2200,"1",55373484,55381872,"FocusRegion"
2201,"1",55381873,55475758,"FocusComplement"
2202,"1",55475759,55483488,"FocusRegion"
2203,"1",55483489,55485785,"FocusComplement"
2204,"1",55485786,55489778,"FocusRegion"
2205,"1",55489779,55540081,"FocusComplement"
2206,"1",55540082,55550272,"FocusRegion"
2207,"1",55550273,55551928,"FocusComplement"
2208,"1",55551929,55552849,"FocusRegion"
2209,"1",55552850,55553260,"FocusComplement"
2210,"1",55553261,55557932,"FocusRegion"
2211,"1",55557933,55589428,"FocusComplement"
2212,"1",55589429,55592858,"FocusRegion"
2213,"1",55592859,55593365,"FocusComplement"
2214,"1",55593366,55594160,"FocusRegion"
2215,"1",55594161,55660147,"FocusComplement"
2216,"1",55660148,55666352,"FocusRegion"
2217,"1",55666353,55828466,"FocusComplement"
2218,"1",55828467,55850874,"FocusRegion"
2219,"1",55850875,56127077,"FocusComplement"
2220,"1",56127078,56145964,"FocusRegion"
2221,"1",56145965,56188757,"FocusComplement"
2222,"1",56188758,56193537,"FocusRegion"
2223,"1",56193538,56280655,"FocusComplement"
2224,"1",56280656,56285152,"FocusRegion"
2225,"1",56285153,56338381,"FocusComplement"
2226,"1",56338382,56344071,"FocusRegion"
2227,"1",56344072,56345975,"FocusComplement"
2228,"1",56345976,56348631,"FocusRegion"
2229,"1",56348632,56402492,"FocusComplement"
2230,"1",56402493,56409611,"FocusRegion"
2231,"1",56409612,56425835,"FocusComplement"
2232,"1",56425836,56427223,"FocusRegion"
2233,"1",56427224,56472254,"FocusComplement"
2234,"1",56472255,56473079,"FocusRegion"
2235,"1",56473080,56559084,"FocusComplement"
2236,"1",56559085,56565784,"FocusRegion"
2237,"1",56565785,56677795,"FocusComplement"
2238,"1",56677796,56681603,"FocusRegion"
2239,"1",56681604,56683402,"FocusComplement"
2240,"1",56683403,56686703,"FocusRegion"
2241,"1",56686704,56688573,"FocusComplement"
2242,"1",56688574,56693320,"FocusRegion"
2243,"1",56693321,56694784,"FocusComplement"
2244,"1",56694785,56696606,"FocusRegion"
2245,"1",56696607,56821892,"FocusComplement"
2246,"1",56821893,56824778,"FocusRegion"
2247,"1",56824779,56873369,"FocusComplement"
2248,"1",56873370,56908088,"FocusRegion"
2249,"1",56908089,56912968,"FocusComplement"
2250,"1",56912969,56920235,"FocusRegion"
2251,"1",56920236,57020962,"FocusComplement"
2252,"1",57020963,57023789,"FocusRegion"
2253,"1",57023790,57058409,"FocusComplement"
2254,"1",57058410,57107779,"FocusRegion"
2255,"1",57107780,57229233,"FocusComplement"
2256,"1",57229234,57229991,"FocusRegion"
2257,"1",57229992,57232053,"FocusComplement"
2258,"1",57232054,57238361,"FocusRegion"
2259,"1",57238362,57289637,"FocusComplement"
2260,"1",57289638,57292085,"FocusRegion"
2261,"1",57292086,57388422,"FocusComplement"
2262,"1",57388423,57391530,"FocusRegion"
2263,"1",57391531,57411653,"FocusComplement"
2264,"1",57411654,57412701,"FocusRegion"
2265,"1",57412702,57416431,"FocusComplement"
2266,"1",57416432,57419091,"FocusRegion"
2267,"1",57419092,57446645,"FocusComplement"
2268,"1",57446646,57447376,"FocusRegion"
2269,"1",57447377,57455334,"FocusComplement"
2270,"1",57455335,57457872,"FocusRegion"
2271,"1",57457873,57576875,"FocusComplement"
2272,"1",57576876,57582190,"FocusRegion"
2273,"1",57582191,57597662,"FocusComplement"
2274,"1",57597663,57601636,"FocusRegion"
2275,"1",57601637,57671888,"FocusComplement"
2276,"1",57671889,57678930,"FocusRegion"
2277,"1",57678931,57680256,"FocusComplement"
2278,"1",57680257,57681110,"FocusRegion"
2279,"1",57681111,57765917,"FocusComplement"
2280,"1",57765918,57767099,"FocusRegion"
2281,"1",57767100,57934640,"FocusComplement"
2282,"1",57934641,57940072,"FocusRegion"
2283,"1",57940073,57989726,"FocusComplement"
2284,"1",57989727,57990908,"FocusRegion"
2285,"1",57990909,58142412,"FocusComplement"
2286,"1",58142413,58153695,"FocusRegion"
2287,"1",58153696,58344855,"FocusComplement"
2288,"1",58344856,58354042,"FocusRegion"
2289,"1",58354043,58421803,"FocusComplement"
2290,"1",58421804,58422546,"FocusRegion"
2291,"1",58422547,58422944,"FocusComplement"
2292,"1",58422945,58427956,"FocusRegion"
2293,"1",58427957,58428069,"FocusComplement"
2294,"1",58428070,58430502,"FocusRegion"
2295,"1",58430503,58470407,"FocusComplement"
2296,"1",58470408,58471902,"FocusRegion"
2297,"1",58471903,58532520,"FocusComplement"
2298,"1",58532521,58534980,"FocusRegion"
2299,"1",58534981,58635478,"FocusComplement"
2300,"1",58635479,58638337,"FocusRegion"
2301,"1",58638338,58790622,"FocusComplement"
2302,"1",58790623,58805167,"FocusRegion"
2303,"1",58805168,58823397,"FocusComplement"
2304,"1",58823398,58829159,"FocusRegion"
2305,"1",58829160,59143884,"FocusComplement"
2306,"1",59143885,59170049,"FocusRegion"
2307,"1",59170050,59225798,"FocusComplement"
2308,"1",59225799,59260847,"FocusRegion"
2309,"1",59260848,59332121,"FocusComplement"
2310,"1",59332122,59335202,"FocusRegion"
2311,"1",59335203,59566645,"FocusComplement"
2312,"1",59566646,59574337,"FocusRegion"
2313,"1",59574338,59609710,"FocusComplement"
2314,"1",59609711,59613077,"FocusRegion"
2315,"1",59613078,59706287,"FocusComplement"
2316,"1",59706288,59710432,"FocusRegion"
2317,"1",59710433,59711297,"FocusComplement"
2318,"1",59711298,59722110,"FocusRegion"
2319,"1",59722111,59722891,"FocusComplement"
2320,"1",59722892,59729015,"FocusRegion"
2321,"1",59729016,59810893,"FocusComplement"
2322,"1",59810894,59815168,"FocusRegion"
2323,"1",59815169,59903735,"FocusComplement"
2324,"1",59903736,59908600,"FocusRegion"
2325,"1",59908601,60004431,"FocusComplement"
2326,"1",60004432,60006046,"FocusRegion"
2327,"1",60006047,60116546,"FocusComplement"
2328,"1",60116547,60121289,"FocusRegion"
2329,"1",60121290,60154869,"FocusComplement"
2330,"1",60154870,60156682,"FocusRegion"
2331,"1",60156683,60234631,"FocusComplement"
2332,"1",60234632,60237609,"FocusRegion"
2333,"1",60237610,60239159,"FocusComplement"
2334,"1",60239160,60248655,"FocusRegion"
2335,"1",60248656,60291021,"FocusComplement"
2336,"1",60291022,60294615,"FocusRegion"
2337,"1",60294616,60299488,"FocusComplement"
2338,"1",60299489,60300389,"FocusRegion"
2339,"1",60300390,60309035,"FocusComplement"
2340,"1",60309036,60311376,"FocusRegion"
2341,"1",60311377,60356906,"FocusComplement"
2342,"1",60356907,60360202,"FocusRegion"
2343,"1",60360203,60401771,"FocusComplement"
2344,"1",60401772,60406232,"FocusRegion"
2345,"1",60406233,60575288,"FocusComplement"
2346,"1",60575289,60593977,"FocusRegion"
2347,"1",60593978,60830175,"FocusComplement"
2348,"1",60830176,60833290,"FocusRegion"
2349,"1",60833291,60854726,"FocusComplement"
2350,"1",60854727,60856455,"FocusRegion"
2351,"1",60856456,60926632,"FocusComplement"
2352,"1",60926633,60931084,"FocusRegion"
2353,"1",60931085,60932134,"FocusComplement"
2354,"1",60932135,60935587,"FocusRegion"
2355,"1",60935588,60999406,"FocusComplement"
2356,"1",60999407,61024377,"FocusRegion"
2357,"1",61024378,61025158,"FocusComplement"
2358,"1",61025159,61029199,"FocusRegion"
2359,"1",61029200,61090274,"FocusComplement"
2360,"1",61090275,61093558,"FocusRegion"
2361,"1",61093559,61137511,"FocusComplement"
2362,"1",61137512,61144018,"FocusRegion"
2363,"1",61144019,61144463,"FocusComplement"
2364,"1",61144464,61159727,"FocusRegion"
2365,"1",61159728,61258170,"FocusComplement"
2366,"1",61258171,61261937,"FocusRegion"
2367,"1",61261938,61264773,"FocusComplement"
2368,"1",61264774,61267462,"FocusRegion"
2369,"1",61267463,61387116,"FocusComplement"
2370,"1",61387117,61392191,"FocusRegion"
2371,"1",61392192,61426194,"FocusComplement"
2372,"1",61426195,61429756,"FocusRegion"
2373,"1",61429757,61574207,"FocusComplement"
2374,"1",61574208,61575498,"FocusRegion"
2375,"1",61575499,61577490,"FocusComplement"
2376,"1",61577491,61581125,"FocusRegion"
2377,"1",61581126,61652498,"FocusComplement"
2378,"1",61652499,61657343,"FocusRegion"
2379,"1",61657344,61746245,"FocusComplement"
2380,"1",61746246,61756097,"FocusRegion"
2381,"1",61756098,61756841,"FocusComplement"
2382,"1",61756842,61764779,"FocusRegion"
2383,"1",61764780,61799569,"FocusComplement"
2384,"1",61799570,61804182,"FocusRegion"
2385,"1",61804183,61827648,"FocusComplement"
2386,"1",61827649,61831383,"FocusRegion"
2387,"1",61831384,61831701,"FocusComplement"
2388,"1",61831702,61844841,"FocusRegion"
2389,"1",61844842,61847925,"FocusComplement"
2390,"1",61847926,61853504,"FocusRegion"
2391,"1",61853505,62066212,"FocusComplement"
2392,"1",62066213,62076717,"FocusRegion"
2393,"1",62076718,62080607,"FocusComplement"
2394,"1",62080608,62083029,"FocusRegion"
2395,"1",62083030,62084654,"FocusComplement"
2396,"1",62084655,62086378,"FocusRegion"
2397,"1",62086379,62276071,"FocusComplement"
2398,"1",62276072,62277852,"FocusRegion"
2399,"1",62277853,62360733,"FocusComplement"
2400,"1",62360734,62361996,"FocusRegion"
2401,"1",62361997,62362637,"FocusComplement"
2402,"1",62362638,62379509,"FocusRegion"
2403,"1",62379510,62464557,"FocusComplement"
2404,"1",62464558,62468776,"FocusRegion"
2405,"1",62468777,62469377,"FocusComplement"
2406,"1",62469378,62479884,"FocusRegion"
2407,"1",62479885,62551864,"FocusComplement"
2408,"1",62551865,62571830,"FocusRegion"
2409,"1",62571831,62574551,"FocusComplement"
2410,"1",62574552,62577880,"FocusRegion"
2411,"1",62577881,62609896,"FocusComplement"
2412,"1",62609897,62610759,"FocusRegion"
2413,"1",62610760,62612976,"FocusComplement"
2414,"1",62612977,62617605,"FocusRegion"
2415,"1",62617606,62620099,"FocusComplement"
2416,"1",62620100,62621709,"FocusRegion"
2417,"1",62621710,62662722,"FocusComplement"
2418,"1",62662723,62665395,"FocusRegion"
2419,"1",62665396,62692142,"FocusComplement"
2420,"1",62692143,62692645,"FocusRegion"
2421,"1",62692646,62696279,"FocusComplement"
2422,"1",62696280,62698795,"FocusRegion"
2423,"1",62698796,62802909,"FocusComplement"
2424,"1",62802910,62804222,"FocusRegion"
2425,"1",62804223,62897750,"FocusComplement"
2426,"1",62897751,62900035,"FocusRegion"
2427,"1",62900036,62909117,"FocusComplement"
2428,"1",62909118,62912604,"FocusRegion"
2429,"1",62912605,62914052,"FocusComplement"
2430,"1",62914053,62917150,"FocusRegion"
2431,"1",62917151,63020834,"FocusComplement"
2432,"1",63020835,63022320,"FocusRegion"
2433,"1",63022321,63022398,"FocusComplement"
2434,"1",63022399,63023784,"FocusRegion"
2435,"1",63023785,63057108,"FocusComplement"
2436,"1",63057109,63064831,"FocusRegion"
2437,"1",63064832,63146471,"FocusComplement"
2438,"1",63146472,63170822,"FocusRegion"
2439,"1",63170823,63171956,"FocusComplement"
2440,"1",63171957,63176324,"FocusRegion"
2441,"1",63176325,63177393,"FocusComplement"
2442,"1",63177394,63179641,"FocusRegion"
2443,"1",63179642,63179696,"FocusComplement"
2444,"1",63179697,63185109,"FocusRegion"
2445,"1",63185110,63240239,"FocusComplement"
2446,"1",63240240,63242660,"FocusRegion"
2447,"1",63242661,63292147,"FocusComplement"
2448,"1",63292148,63299614,"FocusRegion"
2449,"1",63299615,63355094,"FocusComplement"
2450,"1",63355095,63357831,"FocusRegion"
2451,"1",63357832,63358806,"FocusComplement"
2452,"1",63358807,63359616,"FocusRegion"
2453,"1",63359617,63501725,"FocusComplement"
2454,"1",63501726,63510123,"FocusRegion"
2455,"1",63510124,63647616,"FocusComplement"
2456,"1",63647617,63650898,"FocusRegion"
2457,"1",63650899,63697591,"FocusComplement"
2458,"1",63697592,63700551,"FocusRegion"
2459,"1",63700552,63714998,"FocusComplement"
2460,"1",63714999,63717173,"FocusRegion"
2461,"1",63717174,63731793,"FocusComplement"
2462,"1",63731794,63769845,"FocusRegion"
2463,"1",63769846,63770253,"FocusComplement"
2464,"1",63770254,63773278,"FocusRegion"
2465,"1",63773279,63807839,"FocusComplement"
2466,"1",63807840,63809328,"FocusRegion"
2467,"1",63809329,64022155,"FocusComplement"
2468,"1",64022156,64028629,"FocusRegion"
2469,"1",64028630,64134894,"FocusComplement"
2470,"1",64134895,64140700,"FocusRegion"
2471,"1",64140701,64142787,"FocusComplement"
2472,"1",64142788,64146814,"FocusRegion"
2473,"1",64146815,64146902,"FocusComplement"
2474,"1",64146903,64213112,"FocusRegion"
2475,"1",64213113,64279287,"FocusComplement"
2476,"1",64279288,64286990,"FocusRegion"
2477,"1",64286991,64371136,"FocusComplement"
2478,"1",64371137,64372984,"FocusRegion"
2479,"1",64372985,64567705,"FocusComplement"
2480,"1",64567706,64576386,"FocusRegion"
2481,"1",64576387,64696868,"FocusComplement"
2482,"1",64696869,64697526,"FocusRegion"
2483,"1",64697527,64698751,"FocusComplement"
2484,"1",64698752,64702950,"FocusRegion"
2485,"1",64702951,64755690,"FocusComplement"
2486,"1",64755691,64760725,"FocusRegion"
2487,"1",64760726,64807432,"FocusComplement"
2488,"1",64807433,64811538,"FocusRegion"
2489,"1",64811539,64869047,"FocusComplement"
2490,"1",64869048,64881162,"FocusRegion"
2491,"1",64881163,65041347,"FocusComplement"
2492,"1",65041348,65045471,"FocusRegion"
2493,"1",65045472,65109280,"FocusComplement"
2494,"1",65109281,65111823,"FocusRegion"
2495,"1",65111824,65113932,"FocusComplement"
2496,"1",65113933,65116284,"FocusRegion"
2497,"1",65116285,65200339,"FocusComplement"
2498,"1",65200340,65204425,"FocusRegion"
2499,"1",65204426,65250198,"FocusComplement"
2500,"1",65250199,65252230,"FocusRegion"
2501,"1",65252231,65380877,"FocusComplement"
2502,"1",65380878,65385848,"FocusRegion"
2503,"1",65385849,65502024,"FocusComplement"
2504,"1",65502025,65508580,"FocusRegion"
2505,"1",65508581,65510829,"FocusComplement"
2506,"1",65510830,65514739,"FocusRegion"
2507,"1",65514740,65577902,"FocusComplement"
2508,"1",65577903,65578503,"FocusRegion"
2509,"1",65578504,65578710,"FocusComplement"
2510,"1",65578711,65595794,"FocusRegion"
2511,"1",65595795,65644616,"FocusComplement"
2512,"1",65644617,65646745,"FocusRegion"
2513,"1",65646746,65647612,"FocusComplement"
2514,"1",65647613,65652422,"FocusRegion"
2515,"1",65652423,65829054,"FocusComplement"
2516,"1",65829055,65832129,"FocusRegion"
2517,"1",65832130,65851703,"FocusComplement"
2518,"1",65851704,65853976,"FocusRegion"
2519,"1",65853977,65894856,"FocusComplement"
2520,"1",65894857,65906968,"FocusRegion"
2521,"1",65906969,65911449,"FocusComplement"
2522,"1",65911450,65913970,"FocusRegion"
2523,"1",65913971,66082778,"FocusComplement"
2524,"1",66082779,66087676,"FocusRegion"
2525,"1",66087677,66111143,"FocusComplement"
2526,"1",66111144,66112191,"FocusRegion"
2527,"1",66112192,66197695,"FocusComplement"
2528,"1",66197696,66199736,"FocusRegion"
2529,"1",66199737,66301460,"FocusComplement"
2530,"1",66301461,66306799,"FocusRegion"
2531,"1",66306800,66372070,"FocusComplement"
2532,"1",66372071,66379741,"FocusRegion"
2533,"1",66379742,66491964,"FocusComplement"
2534,"1",66491965,66494310,"FocusRegion"
2535,"1",66494311,66575007,"FocusComplement"
2536,"1",66575008,66577094,"FocusRegion"
2537,"1",66577095,66699318,"FocusComplement"
2538,"1",66699319,66705078,"FocusRegion"
2539,"1",66705079,66858298,"FocusComplement"
2540,"1",66858299,66861204,"FocusRegion"
2541,"1",66861205,66867932,"FocusComplement"
2542,"1",66867933,66872244,"FocusRegion"
2543,"1",66872245,67190397,"FocusComplement"
2544,"1",67190398,67192749,"FocusRegion"
2545,"1",67192750,67224566,"FocusComplement"
2546,"1",67224567,67229168,"FocusRegion"
2547,"1",67229169,67231930,"FocusComplement"
2548,"1",67231931,67236293,"FocusRegion"
2549,"1",67236294,67351439,"FocusComplement"
2550,"1",67351440,67361804,"FocusRegion"
2551,"1",67361805,67480643,"FocusComplement"
2552,"1",67480644,67485068,"FocusRegion"
2553,"1",67485069,67487622,"FocusComplement"
2554,"1",67487623,67492191,"FocusRegion"
2555,"1",67492192,67507721,"FocusComplement"
2556,"1",67507722,67513947,"FocusRegion"
2557,"1",67513948,67655525,"FocusComplement"
2558,"1",67655526,67659831,"FocusRegion"
2559,"1",67659832,67723744,"FocusComplement"
2560,"1",67723745,67726370,"FocusRegion"
2561,"1",67726371,67801070,"FocusComplement"
2562,"1",67801071,67804021,"FocusRegion"
2563,"1",67804022,67812539,"FocusComplement"
2564,"1",67812540,67814282,"FocusRegion"
2565,"1",67814283,67829355,"FocusComplement"
2566,"1",67829356,67831124,"FocusRegion"
2567,"1",67831125,67851161,"FocusComplement"
2568,"1",67851162,67853215,"FocusRegion"
2569,"1",67853216,67928722,"FocusComplement"
2570,"1",67928723,67931124,"FocusRegion"
2571,"1",67931125,67931910,"FocusComplement"
2572,"1",67931911,67939226,"FocusRegion"
2573,"1",67939227,67942160,"FocusComplement"
2574,"1",67942161,67946762,"FocusRegion"
2575,"1",67946763,68069181,"FocusComplement"
2576,"1",68069182,68071601,"FocusRegion"
2577,"1",68071602,68072520,"FocusComplement"
2578,"1",68072521,68073033,"FocusRegion"
2579,"1",68073034,68073099,"FocusComplement"
2580,"1",68073100,68074183,"FocusRegion"
2581,"1",68074184,68153581,"FocusComplement"
2582,"1",68153582,68155799,"FocusRegion"
2583,"1",68155800,68197489,"FocusComplement"
2584,"1",68197490,68201467,"FocusRegion"
2585,"1",68201468,68278911,"FocusComplement"
2586,"1",68278912,68281075,"FocusRegion"
2587,"1",68281076,68431901,"FocusComplement"
2588,"1",68431902,68434678,"FocusRegion"
2589,"1",68434679,68559288,"FocusComplement"
2590,"1",68559289,68562734,"FocusRegion"
2591,"1",68562735,68565336,"FocusComplement"
2592,"1",68565337,68567051,"FocusRegion"
2593,"1",68567052,68584507,"FocusComplement"
2594,"1",68584508,68588390,"FocusRegion"
2595,"1",68588391,68692550,"FocusComplement"
2596,"1",68692551,68694427,"FocusRegion"
2597,"1",68694428,68871761,"FocusComplement"
2598,"1",68871762,68873138,"FocusRegion"
2599,"1",68873139,68882841,"FocusComplement"
2600,"1",68882842,68892197,"FocusRegion"
2601,"1",68892198,68995985,"FocusComplement"
2602,"1",68995986,68998456,"FocusRegion"
2603,"1",68998457,69007070,"FocusComplement"
2604,"1",69007071,69011416,"FocusRegion"
2605,"1",69011417,69013391,"FocusComplement"
2606,"1",69013392,69017436,"FocusRegion"
2607,"1",69017437,69107719,"FocusComplement"
2608,"1",69107720,69119524,"FocusRegion"
2609,"1",69119525,69172621,"FocusComplement"
2610,"1",69172622,69184215,"FocusRegion"
2611,"1",69184216,69326894,"FocusComplement"
2612,"1",69326895,69333102,"FocusRegion"
2613,"1",69333103,69381322,"FocusComplement"
2614,"1",69381323,69382819,"FocusRegion"
2615,"1",69382820,69384802,"FocusComplement"
2616,"1",69384803,69390301,"FocusRegion"
2617,"1",69390302,69474935,"FocusComplement"
2618,"1",69474936,69482967,"FocusRegion"
2619,"1",69482968,69491610,"FocusComplement"
2620,"1",69491611,69495468,"FocusRegion"
2621,"1",69495469,69560137,"FocusComplement"
2622,"1",69560138,69564118,"FocusRegion"
2623,"1",69564119,69706071,"FocusComplement"
2624,"1",69706072,69711789,"FocusRegion"
2625,"1",69711790,69765380,"FocusComplement"
2626,"1",69765381,69766693,"FocusRegion"
2627,"1",69766694,69882873,"FocusComplement"
2628,"1",69882874,69885085,"FocusRegion"
2629,"1",69885086,70047963,"FocusComplement"
2630,"1",70047964,70049778,"FocusRegion"
2631,"1",70049779,70074756,"FocusComplement"
2632,"1",70074757,70075939,"FocusRegion"
2633,"1",70075940,70081470,"FocusComplement"
2634,"1",70081471,70093689,"FocusRegion"
2635,"1",70093690,70128953,"FocusComplement"
2636,"1",70128954,70129685,"FocusRegion"
2637,"1",70129686,70236281,"FocusComplement"
2638,"1",70236282,70238719,"FocusRegion"
2639,"1",70238720,70419305,"FocusComplement"
2640,"1",70419306,70420455,"FocusRegion"
