pheno	geno	intercept	gsEffect	r2	pval
ear_height_BLUP.Peiffer_2014_nam	dhhbp	309.273521144296	-6.08970123663748e-06	0.0221700748302052	1.64771698671938e-23
plant_height_minus_ear_height_BLUP.Peiffer_2014_nam	dhhbp	90.2111936009543	-2.18180847903493e-07	8.24895334204941e-05	0.544434611972876
ear_height_div_plant_height_BLUP.Peiffer_2014_nam	dhhbp	1.1922934635626	-1.86284346775562e-08	0.0166414426884663	5.37984542803295e-18
plant_height_div_DTA_BLUP.Peiffer_2014_nam	dhhbp	3.97094316265518	-4.75683849709079e-08	0.00707259829911382	1.88482589036938e-08
GDD_DTA_long_BLUP.Hung_2012_nam	dhhbp	1453.5694068001	-1.4747885655225e-05	0.00993861210658596	1.82296205650032e-11
GDD_DTA_short_BLUP.Hung_2012_nam	dhhbp	1081.49875804078	-4.92092567308792e-06	0.00257254197407315	0.000660300653401223
GDD_DTA_photo_resp_BLUP.Hung_2012_nam	dhhbp	352.563419142641	-9.28433503426078e-06	0.00885447923542391	2.48198585581708e-10
GDD_DTS_long_BLUP.Hung_2012_nam	dhhbp	1339.24170861816	-1.10244937613564e-05	0.00505530201454296	1.69726394904263e-06
GDD_DTS_short_BLUP.Hung_2012_nam	dhhbp	960.456155089367	-9.97269531176638e-07	8.32658277591673e-05	0.539570926394627
GDD_DTS_photo_resp_BLUP.Hung_2012_nam	dhhbp	377.545714848925	-9.99304268341514e-06	0.0100891676356018	1.29000869046075e-11
GDD_DTA_NC06_BLUP.Hung_2012_nam	dhhbp	1358.1294072421	-1.24999195716505e-05	0.00695947084481423	2.16592643471075e-08
GDD_DTS_NC06_BLUP.Hung_2012_nam	dhhbp	1177.33719997729	-6.82324831123632e-06	0.00182175670322245	0.0042593014346057
GDD_DTA_MO06_BLUP.Hung_2012_nam	dhhbp	1006.6377502168	-1.69058659788403e-06	0.000167033023468419	0.502839354275763
GDD_DTS_MO06_BLUP.Hung_2012_nam	dhhbp	865.769943557382	2.91868021152453e-06	0.000446659344812426	0.272743034944271
GDD_DTA_NY06_BLUP.Hung_2012_nam	dhhbp	1151.84960466873	-6.72860435184936e-06	0.00410303540678851	4.64500679991262e-05
GDD_DTS_NY06_BLUP.Hung_2012_nam	dhhbp	1074.14863310422	-4.18632265936567e-06	0.00231871864852126	0.00275331924600423
GDD_DTA_IL06_BLUP.Hung_2012_nam	dhhbp	1519.88952906059	-1.57679126926181e-05	0.0102323218664655	2.7258691941659e-11
GDD_DTS_IL06_BLUP.Hung_2012_nam	dhhbp	1467.10479623789	-1.36625597273976e-05	0.00749288849406569	2.19478987211447e-08
GDD_DTA_FL06_BLUP.Hung_2012_nam	dhhbp	952.584462374937	-1.53814583167349e-06	0.000426091813710555	0.177261022302804
GDD_DTS_FL06_BLUP.Hung_2012_nam	dhhbp	872.677524610154	1.23719477779043e-06	0.000201511799493517	0.350644731016596
GDD_DTA_PR06_BLUP.Hung_2012_nam	dhhbp	1186.5665276734	-5.78449213455902e-06	0.00214440786127263	0.00418556024368236
GDD_DTS_PR06_BLUP.Hung_2012_nam	dhhbp	1155.79019108759	-4.64500301524964e-06	0.00131375363287816	0.0160313287637034
GDD_DTA_NC07_BLUP.Hung_2012_nam	dhhbp	1272.03761851695	-9.99840170938027e-06	0.00538144646464187	8.19448194374517e-07
GDD_DTS_NC07_BLUP.Hung_2012_nam	dhhbp	1091.88108151832	-4.51221150380671e-06	0.000954134551344379	0.038070713724871
GDD_DTA_MO07_BLUP.Hung_2012_nam	dhhbp	1778.27870396741	-2.47636579984276e-05	0.0282049991654961	1.41941799887113e-16
GDD_DTS_MO07_BLUP.Hung_2012_nam	dhhbp	1792.86410691003	-2.45333709697622e-05	0.0223516977803752	1.96654341094532e-13
GDD_DTA_NY07_BLUP.Hung_2012_nam	dhhbp	1156.8391468211	-9.00136117344366e-06	0.0112498436994384	1.26347880764434e-12
GDD_DTS_NY07_BLUP.Hung_2012_nam	dhhbp	1016.0206532459	-4.20964772031322e-06	0.00246512037040363	0.000933541295825539
GDD_DTA_IL07_BLUP.Hung_2012_nam	dhhbp	1193.13267492706	-7.5548502328816e-06	0.00547790581080715	7.36246473921926e-07
GDD_DTS_IL07_BLUP.Hung_2012_nam	dhhbp	1080.45884819613	-3.91546689738718e-06	0.00127411799294842	0.0171175896080998
GDD_DTA_FL07_BLUP.Hung_2012_nam	dhhbp	983.650448985065	-1.90008927247155e-06	0.000445377755400478	0.239972435291642
GDD_DTS_FL07_BLUP.Hung_2012_nam	dhhbp	749.249343298803	5.02164651718279e-06	0.00235977485263104	0.00715759589821396
sqrt_diseased_leaf_area1_BLUP.Poland_2011_nam	dhhbp	-7.62071279220745	2.98604611698504e-07	0.0124862829604282	7.16987261104171e-13
sqrt_diseased_leaf_area2_BLUP.Poland_2011_nam	dhhbp	-9.57364307035221	3.72857199839254e-07	0.0128416418779096	3.38279459183974e-13
sqrt_diseased_leaf_area3_BLUP.Poland_2011_nam	dhhbp	-9.09642386946665	3.92776586321065e-07	0.0137475567998452	4.98615563383347e-14
diseased_leaf_area1_BLUP.Poland_2011_nam	dhhbp	-57.645662973525	1.89991136639479e-06	0.0105176541502379	4.61281563388972e-11
diseased_leaf_area2_BLUP.Poland_2011_nam	dhhbp	-85.2603891291134	2.82154469943715e-06	0.0104580250129805	5.23343218656016e-11
diseased_leaf_area3_BLUP.Poland_2011_nam	dhhbp	-114.325592452153	3.9253384246559e-06	0.0123116406264779	1.03719013077157e-12
northern_leaf_blight_index_BLUP.Poland_2011_nam	dhhbp	-8.76359324437433	3.54746132629861e-07	0.0131854665164808	1.63556140808206e-13
tassel_length_BLUP.Brown_2011_nam	dhhbp	462.278034216506	-3.73309964193e-06	0.00136529516338818	0.0136373216405999
spike_length_BLUP.Brown_2011_nam	dhhbp	422.09310859637	-5.21203477372369e-06	0.00366208268162146	5.2962075640923e-05
branch_zone_BLUP.Brown_2011_nam	dhhbp	40.1849256201363	1.47893513179368e-06	0.000698411075593368	0.0777432218139358
branch_number_transformed_BLUP.Brown_2011_nam	dhhbp	4.75701813942123	4.07782183145616e-07	0.00270818266797788	0.000510407462138142
cob_length_BLUP.Brown_2011_nam	dhhbp	170.610601761782	-1.14708180363835e-06	0.000977838086913058	0.0368586178360498
cob_diameter_BLUP.Brown_2011_nam	dhhbp	30.6662210293586	-1.24441072715527e-07	0.00044890830563017	0.157334285365096
ear_row_number_transformed_BLUP.Brown_2011_nam	dhhbp	33.9182961685619	-2.56759456317724e-07	0.0039228220762285	2.86606580391557e-05
southern_leaf_blight_BLUP.Bian_2014_Kump_2011_nam	dhhbp	11.6487301744744	-1.47231875319999e-07	0.00324106368505095	0.000128832323981791
starch_kernel_BLUP.Cook_2012_nam	dhhbp	83.299589479483	-4.30325876668399e-07	0.00732161171318029	8.48648760680221e-09
protein_kernel_BLUP.Cook_2012_nam	dhhbp	3.49412781032356	2.79102741233544e-07	0.0124168679310439	5.96773272960565e-14
oil_kernel_BLUP.Cook_2012_nam	dhhbp	-7.03474350905704	3.10447419485756e-07	0.0285974478847728	2.56860282737381e-30
lesion_severity_BLUP.Olukolu_2014_nam	dhhbp	19.8269125425968	-3.94204770009011e-07	0.00753077542581468	1.16964602816445e-06
height_ratio_BLUP.Olukolu_2014_nam	dhhbp	-0.629217136468164	3.62380098812995e-08	0.00704007066852528	2.60347556121733e-06
stalk_width_ratio_BLUP.Olukolu_2014_nam	dhhbp	-0.124209910820628	1.75640247995139e-08	0.00309224984529351	0.00185991005097092
DTA_ratio_BLUP.Olukolu_2014_nam	dhhbp	0.834389696611011	3.20849645358757e-09	0.00123721781761379	0.0488871958303791
glsblup.Benson_2015_nam	dhhbp	19.6979114790654	9.05133633154487e-07	0.0020003412834983	0.0101937003312721
alphaT_transformed_BLUE.Diepenbrock_2017_nam	dhhbp	2.36469230250604	-2.07897610092999e-10	4.54675099951746e-08	0.98866699103094
deltaT_transformed_BLUE.Diepenbrock_2017_nam	dhhbp	0.916707067995839	6.05916933072547e-10	0.000137491169957494	0.43779826433298
gammaT_transformed_BLUE.Diepenbrock_2017_nam	dhhbp	1.44221126695405	1.40782161123355e-07	0.00121565689331461	0.0201205095311015
TotalT_transformed_BLUE.Diepenbrock_2017_nam	dhhbp	3.2260144452643	1.09181722291622e-07	0.000679664518442104	0.0822558247673055
alphaT3_transformed_BLUE.Diepenbrock_2017_nam	dhhbp	4.47807126658215	-2.13799227844368e-08	0.000428956531435364	0.167737892833652
deltaT3_transformed_BLUE.Diepenbrock_2017_nam	dhhbp	0.832881488855302	-5.04018450019208e-10	2.07125619854879e-06	0.924373336959797
gammaT3_transformed_BLUE.Diepenbrock_2017_nam	dhhbp	0.53935589158793	1.14187657090666e-07	0.00286507746397412	0.000367250611031425
TotalT3_transformed_BLUE.Diepenbrock_2017_nam	dhhbp	1.51801942988041	1.305358712399e-07	0.00189937608339239	0.00375143884091266
TotalT_plus_T3_transformed_BLUE.Diepenbrock_2017_nam	dhhbp	2.17122342577617	4.48186570944368e-08	0.00195092172438727	0.00326702303603116
plastochromanol8_transformed_BLUE.Diepenbrock_2017_nam	dhhbp	1.42818568853315	-1.09893881624414e-08	0.00101854162930761	0.0334401687238821
alphaT_div_gammaT_transformed_BLUE.Diepenbrock_2017_nam	dhhbp	0.571586468242284	-5.25743213142555e-09	0.000225571024330044	0.317211912400578
alphaT3_div_gammaT3_transformed_BLUE.Diepenbrock_2017_nam	dhhbp	1.88263971163991	-2.94503199365698e-08	0.00399925169972616	2.58883814404491e-05
gammaT_div_gammaTPlusalphaT_transformed_BLUE.Diepenbrock_2017_nam	dhhbp	0.623928844738033	2.89714820383322e-09	0.000358880953750273	0.207077249447926
gammaT3_div_gammaT3PlusalphaT3_transformed_BLUE.Diepenbrock_2017_nam	dhhbp	0.255116861767097	8.28059954109602e-09	0.00420636888118874	1.59821917013974e-05
deltaT_div_gammaTPlusalphaT_transformed_BLUE.Diepenbrock_2017_nam	dhhbp	0.136283375815001	-7.40767988796067e-10	0.000138026090364042	0.43732751364851
deltaT_div_alphaT_transformed_BLUE.Diepenbrock_2017_nam	dhhbp	0.404261987288288	1.11938932305075e-10	2.70824375696874e-07	0.972548683962211
deltaT_div_gammaT_transformed_BLUE.Diepenbrock_2017_nam	dhhbp	0.203548139331776	-1.38373030994355e-09	8.89154139780308e-05	0.532743581384883
deltaT3_div_gammaT3PlusalphaT3_transformed_BLUE.Diepenbrock_2017_nam	dhhbp	0.144501013938457	-1.22899400780794e-09	0.000317199562014572	0.240825701217508
deltaT3_div_alphaT3_transformed_BLUE.Diepenbrock_2017_nam	dhhbp	0.145709662290069	2.13342117786886e-09	0.000258589725873237	0.289202604713935
deltaT3_div_gammaT3_transformed_BLUE.Diepenbrock_2017_nam	dhhbp	0.392643021886625	-5.7469381712704e-09	0.00111354492982424	0.0278349144199483
TotalT_div_totalT3_transformed_BLUE.Diepenbrock_2017_nam	dhhbp	1.70695962019497	-1.44753164329546e-08	0.00023255400045047	0.310818582681992
leaf_length_BLUP.Tian_2011_nam	dhhbp	1387.35258985138	-1.71777960111137e-05	0.0102462454844552	1.27894908835143e-11
leaf_width_BLUP.Tian_2011_nam	dhhbp	233.111948510688	-3.9053577234655e-06	0.0225676510561715	6.7574431924543e-24
upper_leaf_angle_BLUP.Tian_2011_nam	dhhbp	89.3561661003504	-6.02214690559994e-07	0.000895649816506056	0.0459019902713567
leaf_angle_boxcox_transformed_BLUP.Tian_2011_nam	dhhbp	17818299.6794653	-0.165468412530286	0.000183055901120595	0.366876819676222
flecking_ls_mean.Olukolu_2016_nam	dhhbp	5.69909324902771	-1.26872671578339e-07	0.00359974894599916	5.38010425603569e-05
flecking_poisson_transformation_BLUP.Olukolu_2016_nam	dhhbp	-1.15228617978069	3.16896191987056e-08	0.000792240701460256	0.0582991642979403
last_leaf_with_epicuticular_wax.Foerster_2015_nam	dhhbp	-4.28045742539015	3.27708307832755e-07	0.0114791526198895	3.27394709720496e-11
DTA_BLUP.Buckler_2009_nam	dtabp	35.7994439353022	1.50625467839705e-06	0.00393534598860197	2.40701016389762e-05
DTS_BLUP.Buckler_2009_nam	dtabp	34.9426499586879	1.60310402267852e-06	0.00368842491916383	4.3426210209457e-05
ASI_BLUP.Buckler_2009_nam	dtabp	-0.119216846494143	6.8051593180443e-08	0.000113579237079074	0.473496383067735
ALL_rind_penetrometer_resistance_BLUE.Peiffer_2013_nam	dtabp	10.7777904599512	-2.01228732771137e-07	0.0021682565823988	0.00776902433419952
ALL_rind_penetrometer_resistance_BLUP.Peiffer_2013_nam	dtabp	9.63841992487228	-1.59256353803671e-07	0.00667390463544307	2.93285546802329e-06
MO_rind_penetrometer_resistance_BLUE.Peiffer_2013_nam	dtabp	27.0990511550696	-8.26390133562339e-07	0.0131855784393675	6.48324919898437e-14
MO_rind_penetrometer_resistance_BLUP.Peiffer_2013_nam	dtabp	18.3585733945274	-4.82515834605418e-07	0.0151890082371305	8.17860672190217e-16
NY_rind_penetrometer_resistance_BLUE.Peiffer_2013_nam	dtabp	10.2950430055725	-1.55406407929655e-07	0.000630703241742193	0.0996002237747456
NY_rind_penetrometer_resistance_BLUP.Peiffer_2013_nam	dtabp	7.53509723553472	-5.43078078058352e-08	0.000247480865474422	0.3023209681237
WI_rind_penetrometer_resistance_BLUE.Peiffer_2013_nam	dtabp	12.7202682287474	-2.41264875836268e-07	0.000745217977305661	0.118472557964982
WI_rind_penetrometer_resistance_BLUP.Peiffer_2013_nam	dtabp	8.88730192961147	-8.35087158647221e-08	0.00198890423141879	0.0107317907707032
ALL_DTA_BLUE.Peiffer_2013_nam	dtabp	68.5641302513171	2.73203539284734e-07	0.000194402290819849	0.425640927581984
ALL_DTA_BLUP.Peiffer_2013_nam	dtabp	71.391548256636	1.7121059674875e-07	8.02473489607533e-05	0.608764497216218
ALL_ear_height_BLUE.Peiffer_2013_nam	dtabp	123.689955102011	-1.3760726169317e-06	0.000203659605515161	0.41483028190224
ALL_ear_height_BLUP.Peiffer_2013_nam	dtabp	126.211006742798	-1.46889130741645e-06	0.000244596262818593	0.371517612454772
DTS_BLUP.Hung_2012_1_nam	dtabp	33.9001181302813	1.64115956985158e-06	0.00388142621866149	2.75451765458424e-05
DTA_BLUP.Hung_2012_1_nam	dtabp	34.6007080702183	1.55036401424343e-06	0.00421539862364114	1.24305970498319e-05
asi_BLUP.Hung_2012_1_nam	dtabp	-0.46144161630764	8.00097692233426e-08	0.000169080439814436	0.381957306843484
plantheight_BLUP.Hung_2012_1_nam	dtabp	90.360900342773	2.51578240646676e-06	0.000591676394735756	0.10190557285634
earheight_BLUP.Hung_2012_1_nam	dtabp	55.753408144362	8.98335267144152e-07	0.000114815211584556	0.471246366768171
leaflength_BLUP.Hung_2012_1_nam	dtabp	262.740860522497	1.81781432899403e-05	0.00198813416067794	0.0027082055015274
leafwidth_BLUP.Hung_2012_1_nam	dtabp	-13.8796710403827	3.81464561391583e-06	0.00376659120551273	3.6307858490199e-05
tassprimbranchno_BLUP.Hung_2012_1_nam	dtabp	4.3998657179353	1.8673567679655e-07	8.49996280094229e-05	0.535423941205756
tasslength_BLUP.Hung_2012_1_nam	dtabp	274.275457125442	1.89489622391776e-06	6.37042295732446e-05	0.591556254360404
upperleafangle_BLUP.Hung_2012_1_nam	dtabp	232.266020444303	-6.00609706548707e-06	0.0155961334657608	3.60992106290836e-17
cobdiam_BLUP.Hung_2012_1_nam	dtabp	46.5926189435755	-7.33335466474287e-07	0.00298543857864336	0.000239208680479514
coblength_BLUP.Hung_2012_1_nam	dtabp	-20.4094736654937	5.40979767136327e-06	0.00451512487068236	6.14253554527283e-06
earrowno_BLUP.Hung_2012_1_nam	dtabp	33.8199120526969	-7.01000239250433e-07	0.00556738048347336	5.15706648065159e-07
kernelnoperrow_BLUP.Hung_2012_1_nam	dtabp	15.327842585654	2.64768415736458e-07	0.000281904277454294	0.25944640857716
earmass_BLUP.Hung_2012_1_nam	dtabp	4.7183386977038	2.396193489521e-06	0.000951711324865655	0.0381876966285823
cobmass_BLUP.Hung_2012_1_nam	dtabp	18.0210528470557	-6.96231429290808e-08	9.46505379509767e-06	0.836180515337468
totalkernelweight_BLUP.Hung_2012_1_nam	dtabp	-8.04849268636982	2.27341968848406e-06	0.00129900375065232	0.0154399016999435
weight20kernels_BLUP.Hung_2012_1_nam	dtabp	0.121614929918071	1.53081366885582e-07	0.00182218387826184	0.00414086866531108
totalkernelno_BLUP.Hung_2012_1_nam	dtabp	319.219249288255	-2.17965879533256e-06	5.11466750543903e-05	0.631571465930097
nodenumberbelowear_BLUP.Hung_2012_1_nam	dtabp	2.15779786529696	2.43613949772935e-07	0.00183344493403599	0.00412119174016728
nodenumberaboveear_BLUP.Hung_2012_1_nam	dtabp	-2.06635144063419	2.82038554811035e-07	0.00772642519417342	4.00598273518845e-09
numbraceroots_BLUP.Hung_2012_1_nam	dtabp	0.796853159264552	3.57033352913135e-08	0.000383910409963432	0.189389441858392
DTA_BLUP.Wallace_2014_nam	dtabp	33.1009370029403	1.60502578287373e-06	0.00441839340550493	8.96151747569925e-06
chlorophylla_BLUP.Wallace_2014_nam	dtabp	201.190939824297	-5.4851455341821e-06	0.00643727166789995	2.29699992211438e-07
chlorophyllb_BLUP.Wallace_2014_nam	dtabp	16.4169312115724	4.20354567626394e-07	0.00149726352144009	0.012702639536326
malate_BLUP.Wallace_2014_nam	dtabp	1.53159044860467	-4.71372360111611e-08	0.0104408257623457	4.24069946128961e-11
fumarate_BLUP.Wallace_2014_nam	dtabp	-0.0140394733344531	-3.87627326414729e-10	2.97582468241792e-06	0.91157233710692
fumarate2_BLUP.Wallace_2014_nam	dtabp	0.060436957379666	1.05061964360849e-10	2.15649192420499e-07	0.976150164495543
glutamate_BLUP.Wallace_2014_nam	dtabp	-0.129593926047668	7.18503577694871e-09	0.000526987888474181	0.139390300817821
aminoacids_BLUP.Wallace_2014_nam	dtabp	4.42133551452365	-9.37804964245563e-08	0.000618566217865471	0.109291187360104
protein_BLUP.Wallace_2014_nam	dtabp	2.05959222917082	-3.55242573359008e-08	0.00605671966530727	5.22642153547504e-07
nitrate_BLUP.Wallace_2014_nam	dtabp	0.0972874406445127	-1.85341078254259e-09	0.000991505452342376	0.0425967770045759
starch_BLUP.Wallace_2014_nam	dtabp	0.637059396915563	8.64874121311968e-09	2.54550058629441e-05	0.745327113592043
sucrose_BLUP.Wallace_2014_nam	dtabp	-2.23970447133478	1.73214174496872e-07	0.0029166270332094	0.00050269982640307
glucose_BLUP.Wallace_2014_nam	dtabp	-3.08468782813462	1.44654515448771e-07	0.00533642007566303	2.48761853151751e-06
fructose_BLUP.Wallace_2014_nam	dtabp	0.379649903686295	1.36442220448469e-08	0.000154109786532785	0.424161178371239
principal_component_metabolies1.Wallace_2014_nam	dtabp	8.89099180754595	-3.24125452495529e-07	0.000798715975083682	0.068959887780167
principal_component_metabolies2.Wallace_2014_nam	dtabp	-27.5297060518886	1.00374760317474e-06	0.00986589736484437	1.48940757625196e-10
GDD_DTS_BLUP.Peiffer_2014_nam	dtabp	170.636868314908	2.7266196356412e-05	0.00552703147347794	6.75807706237071e-07
GDD_DTA_BLUP.Peiffer_2014_nam	dtabp	293.382374739663	2.19525763376598e-05	0.00397976851235277	2.50694004886527e-05
GDD_ASI_BLUP.Peiffer_2014_nam	dtabp	-21.4211504519569	1.62324024948935e-06	0.00037870111523859	0.194014765416185
DTS_BLUP.Peiffer_2014_nam	dtabp	25.9800079665917	1.96148585150959e-06	0.00586739068000744	3.06647436783342e-07
DTA_BLUP.Peiffer_2014_nam	dtabp	35.3317836743158	1.5187647961156e-06	0.00414151866882241	1.71466741130096e-05
ASI_BLUP.Peiffer_2014_nam	dtabp	-3.09159826507239	1.75127091782785e-07	0.000752890743230397	0.0670312576095424
plant_height_BLUP.Peiffer_2014_nam	dtabp	101.285334880212	2.48582360647615e-06	0.000465029627601631	0.150074725417174
ear_height_BLUP.Peiffer_2014_nam	dtabp	27.9691372421516	2.1637288593317e-06	0.000486623621748672	0.140936353817461
plant_height_minus_ear_height_BLUP.Peiffer_2014_nam	dtabp	81.5783516423438	2.48492935292185e-08	1.86039864472673e-07	0.97703672371936
ear_height_div_plant_height_BLUP.Peiffer_2014_nam	dtabp	0.308366477867389	7.4719704311093e-09	0.000465501260956846	0.149868130419165
plant_height_div_DTA_BLUP.Peiffer_2014_nam	dtabp	2.27619403200622	-1.41030117274407e-09	1.08088188533663e-06	0.944686427147165
GDD_DTA_long_BLUP.Hung_2012_nam	dtabp	213.600285031258	2.55947169051926e-05	0.00520211234800169	1.19980445563909e-06
GDD_DTA_short_BLUP.Hung_2012_nam	dtabp	831.31471245016	2.58151907887098e-06	0.000123165681710252	0.456449222206742
GDD_DTA_photo_resp_BLUP.Hung_2012_nam	dtabp	-657.870877517882	2.44868737186291e-05	0.0107151505405735	3.29396132512217e-12
GDD_DTS_long_BLUP.Hung_2012_nam	dtabp	162.13800596613	2.82480386581947e-05	0.00576792017432746	3.16000004235137e-07
GDD_DTS_short_BLUP.Hung_2012_nam	dtabp	836.140656739153	3.20511011871395e-06	0.000149613684413013	0.410888065441784
GDD_DTS_photo_resp_BLUP.Hung_2012_nam	dtabp	-674.497286166075	2.50612445021748e-05	0.0110384685664819	1.41292307949025e-12
GDD_DTA_NC06_BLUP.Hung_2012_nam	dtabp	452.383702854457	1.64026037920307e-05	0.0020835679080368	0.00221800525706658
GDD_DTS_NC06_BLUP.Hung_2012_nam	dtabp	383.732158694213	1.98540732949934e-05	0.00267404363847314	0.000532833878204233
GDD_DTA_MO06_BLUP.Hung_2012_nam	dtabp	-90.7705315545935	3.77357270768109e-05	0.0136668979865483	1.19157668195835e-09
GDD_DTS_MO06_BLUP.Hung_2012_nam	dtabp	-196.21967147502	4.25615454268334e-05	0.0155776028251056	7.93881345185634e-11
GDD_DTA_NY06_BLUP.Hung_2012_nam	dtabp	378.102863263948	1.92566571013197e-05	0.00591642502711193	9.93485257208176e-07
GDD_DTS_NY06_BLUP.Hung_2012_nam	dtabp	405.908391557578	1.87876125705477e-05	0.00815168568219161	1.88773540698735e-08
GDD_DTA_IL06_BLUP.Hung_2012_nam	dtabp	625.785012801425	1.16400867723119e-05	0.000965719737125276	0.0412030358581679
GDD_DTS_IL06_BLUP.Hung_2012_nam	dtabp	810.744955515176	5.77314331083452e-06	0.000231246805405354	0.326455440278952
GDD_DTA_FL06_BLUP.Hung_2012_nam	dtabp	626.975921357335	9.82112490673874e-06	0.00304884574774965	0.000304413844053223
GDD_DTS_FL06_BLUP.Hung_2012_nam	dtabp	393.235292611123	1.91108106355822e-05	0.00838415328608409	1.61257980855209e-09
GDD_DTA_PR06_BLUP.Hung_2012_nam	dtabp	1265.99584235989	-1.05732907722959e-05	0.00132982254597349	0.0241480402769006
GDD_DTS_PR06_BLUP.Hung_2012_nam	dtabp	1450.26878261527	-1.68964758692198e-05	0.00301820228267729	0.00026050720606963
GDD_DTA_NC07_BLUP.Hung_2012_nam	dtabp	481.658641445946	1.55208759495247e-05	0.00225725051653139	0.00141853813057936
GDD_DTS_NC07_BLUP.Hung_2012_nam	dtabp	334.140166969364	2.16160241631597e-05	0.00381294882120954	3.33632810337328e-05
GDD_DTA_MO07_BLUP.Hung_2012_nam	dtabp	326.614038564255	1.99944019366237e-05	0.00327391544878861	0.00514994409888761
GDD_DTS_MO07_BLUP.Hung_2012_nam	dtabp	246.737305984821	2.37417763309521e-05	0.00372712923912485	0.00281085760898427
GDD_DTA_NY07_BLUP.Hung_2012_nam	dtabp	428.275252963172	1.45922386672761e-05	0.00514991638443727	1.62472762116052e-06
GDD_DTS_NY07_BLUP.Hung_2012_nam	dtabp	525.359259760222	1.22870263257824e-05	0.00366484597256858	5.41696340078127e-05
GDD_DTA_IL07_BLUP.Hung_2012_nam	dtabp	312.023995372201	2.20705343666213e-05	0.00815468723397268	1.48977918668903e-09
GDD_DTS_IL07_BLUP.Hung_2012_nam	dtabp	241.991716151769	2.53489918569378e-05	0.00923824307870765	1.25323777265183e-10
GDD_DTA_FL07_BLUP.Hung_2012_nam	dtabp	881.593426165777	1.19697104960392e-06	2.63623006047963e-05	0.774991930323262
GDD_DTS_FL07_BLUP.Hung_2012_nam	dtabp	825.296141957939	3.89379450006957e-06	0.000211273607733341	0.421229478033284
sqrt_diseased_leaf_area1_BLUP.Poland_2011_nam	dtabp	0.0561495273537877	1.16759773201366e-07	0.000333332377043285	0.242433014100303
sqrt_diseased_leaf_area2_BLUP.Poland_2011_nam	dtabp	1.3069026312928	9.86183199625148e-08	0.000156856149311629	0.422653463520243
sqrt_diseased_leaf_area3_BLUP.Poland_2011_nam	dtabp	4.13205960353042	3.95150477458797e-08	2.42946264053332e-05	0.752342970429313
diseased_leaf_area1_BLUP.Poland_2011_nam	dtabp	-7.28441101592686	6.87653714899038e-07	0.000240570656772928	0.320698062478586
diseased_leaf_area2_BLUP.Poland_2011_nam	dtabp	0.662724862104944	6.15613276454137e-07	8.69245846337022e-05	0.550581816514552
diseased_leaf_area3_BLUP.Poland_2011_nam	dtabp	19.3186552510998	3.4239439959076e-07	1.63555776306717e-05	0.79570543403534
northern_leaf_blight_index_BLUP.Poland_2011_nam	dtabp	1.83170392076047	8.49643803022795e-08	0.00013206411102298	0.461894253105972
tassel_length_BLUP.Brown_2011_nam	dtabp	304.131820966042	8.05448412401908e-07	1.10503280909942e-05	0.824438575175526
spike_length_BLUP.Brown_2011_nam	dtabp	198.749562625341	1.21726068862582e-06	3.47290621257457e-05	0.694113245479038
branch_zone_BLUP.Brown_2011_nam	dtabp	105.382258340701	-4.11812276223928e-07	9.41507469408684e-06	0.837752819113889
branch_number_transformed_BLUP.Brown_2011_nam	dtabp	20.4512634997731	-3.03898515813545e-08	2.61511592029295e-06	0.914060226507318
cob_length_BLUP.Brown_2011_nam	dtabp	36.1454930665944	3.37613393467674e-06	0.00147275270072968	0.0104077467671643
cob_diameter_BLUP.Brown_2011_nam	dtabp	58.548259832024	-1.18108168490713e-06	0.00703076113924392	2.07605727472501e-08
ear_row_number_transformed_BLUP.Brown_2011_nam	dtabp	49.1362578241416	-8.95356920072869e-07	0.00829374026370962	1.12789321043867e-09
southern_leaf_blight_BLUP.Bian_2014_Kump_2011_nam	dtabp	-20.2916541522746	9.6821313378729e-07	0.0243481478616693	5.0741125398831e-26
starch_kernel_BLUP.Cook_2012_nam	dtabp	78.7625969543784	-4.06066957261711e-07	0.00113168089853116	0.0237937792441803
protein_kernel_BLUP.Cook_2012_nam	dtabp	5.24386793612915	3.06829601061308e-07	0.00260492535484439	0.000601909490896274
oil_kernel_BLUP.Cook_2012_nam	dtabp	-10.8790447594501	5.52257548963311e-07	0.0157091036458942	2.84369478506972e-17
lesion_severity_BLUP.Olukolu_2014_nam	dtabp	24.9845180497681	-7.1159515759924e-07	0.00420047210109876	0.000286565318475051
height_ratio_BLUP.Olukolu_2014_nam	dtabp	0.926504219231769	-8.5340771621754e-09	6.67145155960441e-05	0.647874882668178
stalk_width_ratio_BLUP.Olukolu_2014_nam	dtabp	-0.363751068597989	3.20601758745643e-08	0.00176126526919856	0.0188923667533348
DTA_ratio_BLUP.Olukolu_2014_nam	dtabp	1.03869988620223	-3.18063465283494e-09	0.000207134152693284	0.420426723952891
glsblup.Benson_2015_nam	dtabp	126.643233637333	-2.69549431792618e-06	0.00312630906824542	0.00131452214467307
alphaT_transformed_BLUE.Diepenbrock_2017_nam	dtabp	-1.45022224719779	1.3871676376353e-07	0.00351226328476731	7.7714169041313e-05
deltaT_transformed_BLUE.Diepenbrock_2017_nam	dtabp	0.758043259378408	6.58526290227228e-09	0.00282486724339065	0.000432522158335951
